COMPACTNESS,CIRCULARITY,DISTANCE_CIRCULARITY,RADIUS_RATIO,PR.AXIS_ASPECT_RATIO,MAX.LENGTH_ASPECT_RATIO,SCATTER_RATIO,ELONGATEDNESS,PR.AXIS_RECTANGULARITY,MAX.LENGTH_RECTANGULARITY,SCALED_VARIANCE_MAJOR,SCALED_VARIANCE_MINOR,SCALED_RADIUS_OF_GYRATION,SKEWNESS_ABOUT_MAJOR,SKEWNESS_ABOUT_MINOR,KURTOSIS_ABOUT_MAJOR,KURTOSIS_ABOUT_MINOR,HOLLOWS_RATIO,Class
0.652173913043478,0.5,0.9166666666666664,0.4585152838427947,0.20879120879120885,0.1509433962264151,0.5947712418300652,0.2,0.5,0.4428571428571429,0.4578947368421053,0.513189448441247,0.6352201257861636,0.14473684210526316,0.4090909090909091,0.24390243902439024,0.5,0.5999999999999996,2
0.4565217391304346,0.6153846153846154,0.5416666666666665,0.43231441048034935,0.2637362637362638,0.05660377358490565,0.4052287581699345,0.3142857142857143,0.3333333333333335,0.5142857142857139,0.34736842105263144,0.3369304556354916,0.6100628930817611,0.1578947368421052,0.2727272727272727,0.04878048780487805,0.7000000000000002,0.5999999999999996,0
0.32608695652173925,0.23076923076923064,0.6666666666666665,0.3930131004366813,0.2417582417582418,0.11320754716981132,0.3660130718954249,0.3999999999999999,0.25,0.2142857142857142,0.36315789473684207,0.2781774580335731,0.2641509433962264,0.19736842105263155,0.13636363636363635,0.5365853658536586,0.3333333333333339,0.3666666666666672,1
0.7173913043478262,0.6153846153846154,0.9166666666666664,0.4672489082969432,0.1868131868131868,0.1320754716981132,0.6274509803921569,0.17142857142857135,0.5833333333333335,0.5714285714285714,0.494736842105263,0.5527577937649879,0.4716981132075471,0.11842105263157887,0.045454545454545456,0.5853658536585367,0.4666666666666668,0.7000000000000002,2
0.2608695652173913,0.3846153846153846,0.3611111111111111,0.08296943231441045,0.08791208791208792,0.09433962264150944,0.24836601307189546,0.5428571428571427,0.16666666666666674,0.4000000000000001,0.22105263157894728,0.1702637889688249,0.40251572327044016,0.3157894736842105,0.18181818181818185,0.36585365853658536,0.13333333333333375,0.06666666666666643,0
0.3913043478260869,0.5,0.5277777777777777,0.1921397379912664,0.15384615384615385,0.1320754716981132,0.2287581699346405,0.5428571428571427,0.16666666666666674,0.4857142857142856,0.2,0.16666666666666666,0.5660377358490567,0.14473684210526316,0.5909090909090909,0.2682926829268293,0.4333333333333336,0.6333333333333337,3
0.6956521739130435,0.8076923076923077,0.9027777777777776,0.4759825327510917,0.21978021978021975,0.1509433962264151,0.5751633986928104,0.2,0.5,0.6428571428571426,0.44210526315789467,0.4952038369304557,0.6603773584905661,0.11842105263157887,0.4545454545454546,0.4878048780487805,0.4666666666666668,0.5666666666666664,1
0.3478260869565217,0.3076923076923077,0.3194444444444444,0.13100436681222705,0.13186813186813184,0.07547169811320756,0.07189542483660127,0.8285714285714285,0.0,0.2714285714285713,0.09473684210526312,0.04676258992805757,0.2578616352201257,0.22368421052631585,0.5454545454545454,0.07317073170731707,0.3333333333333339,0.2333333333333334,3
0.4782608695652173,0.3846153846153846,0.7777777777777777,0.4279475982532751,0.19780219780219774,0.1509433962264151,0.5032679738562091,0.2571428571428571,0.4166666666666667,0.3571428571428571,0.4578947368421053,0.41966426858513184,0.35849056603773577,0.1578947368421052,0.2727272727272727,0.6585365853658537,0.4666666666666668,0.5333333333333332,1
0.3478260869565217,0.1923076923076923,0.5555555555555556,0.2838427947598253,0.13186813186813184,0.09433962264150944,0.3202614379084967,0.4285714285714286,0.25,0.18571428571428567,0.2947368421052631,0.2458033573141487,0.17610062893081754,0.11842105263157887,0.2272727272727273,0.36585365853658536,0.5333333333333341,0.5333333333333332,2
0.4782608695652173,0.5769230769230769,0.8888888888888888,0.480349344978166,0.21978021978021975,0.1320754716981132,0.607843137254902,0.17142857142857135,0.5,0.4714285714285713,0.5105263157894736,0.5323741007194245,0.5849056603773586,0.19736842105263155,0.2272727272727273,0.2195121951219512,0.3333333333333339,0.4000000000000004,1
0.5217391304347827,0.5,0.8472222222222221,0.462882096069869,0.20879120879120885,0.11320754716981132,0.522875816993464,0.2571428571428571,0.4166666666666667,0.4714285714285713,0.41052631578947374,0.43405275779376495,0.3773584905660377,0.09210526315789468,0.045454545454545456,0.7804878048780488,0.5,0.6333333333333337,1
0.5,0.5384615384615383,0.5138888888888888,0.4366812227074236,0.27472527472527475,0.07547169811320756,0.3594771241830066,0.34285714285714275,0.25,0.4571428571428571,0.3052631578947368,0.2937649880095923,0.4591194968553458,0.13157894736842102,0.2727272727272727,0.3902439024390244,0.7666666666666666,0.7333333333333334,0
0.4347826086956523,0.5384615384615383,0.625,0.2489082969432315,0.19780219780219774,0.18867924528301888,0.2810457516339868,0.4857142857142856,0.16666666666666674,0.5571428571428572,0.2578947368421052,0.20383693045563547,0.4339622641509433,0.22368421052631585,0.09090909090909093,0.2195121951219512,0.2666666666666666,0.5,3
0.6739130434782608,0.7692307692307694,0.9444444444444444,0.4366812227074236,0.1868131868131868,0.16981132075471694,0.7058823529411764,0.1428571428571428,0.6666666666666665,0.7714285714285711,0.5052631578947367,0.6270983213429256,0.5911949685534592,0.1578947368421052,0.6363636363636364,0.7317073170731707,0.4333333333333336,0.7333333333333334,2
0.6739130434782608,0.7307692307692306,0.7777777777777777,0.3668122270742358,0.13186813186813184,0.1320754716981132,0.4967320261437909,0.2571428571428571,0.4166666666666667,0.6142857142857141,0.4,0.4148681055155875,0.6037735849056605,0.10526315789473684,0.5,0.1951219512195122,0.5666666666666673,0.6333333333333337,1
0.6086956521739131,0.6923076923076923,0.9027777777777776,0.4716157205240175,0.23076923076923075,0.1509433962264151,0.6339869281045751,0.17142857142857135,0.5833333333333335,0.6285714285714283,0.4842105263157896,0.5623501199040767,0.7232704402515724,0.1842105263157895,0.2272727272727273,0.5609756097560976,0.3333333333333339,0.4666666666666668,1
0.6086956521739131,0.7692307692307694,0.875,0.43231441048034935,0.17582417582417587,0.1320754716981132,0.542483660130719,0.2285714285714285,0.4166666666666667,0.6285714285714283,0.4210526315789472,0.4640287769784173,0.6352201257861636,0.11842105263157887,0.2272727272727273,0.12195121951219512,0.5,0.5666666666666664,1
0.4565217391304346,0.1923076923076923,0.6111111111111109,0.23580786026200876,0.08791208791208792,0.1320754716981132,0.3725490196078432,0.37142857142857133,0.25,0.17142857142857126,0.34736842105263144,0.2949640287769785,0.2893081761006289,0.13157894736842102,0.4090909090909091,0.36585365853658536,0.4666666666666668,0.4666666666666668,1
0.5434782608695654,0.23076923076923064,0.3888888888888888,0.07423580786026207,0.02197802197802201,0.09433962264150944,0.14379084967320255,0.7142857142857142,0.08333333333333348,0.34285714285714275,0.17894736842105266,0.09232613908872904,0.1572327044025157,0.21052631578947367,0.18181818181818185,0.024390243902439025,0.3333333333333339,0.16666666666666696,3
0.6956521739130435,0.6923076923076923,0.5555555555555556,0.4497816593886464,0.2637362637362638,0.07547169811320756,0.542483660130719,0.2,0.4166666666666667,0.5857142857142856,0.44210526315789467,0.4736211031175059,0.4968553459119496,0.21052631578947367,0.2727272727272727,0.4878048780487805,0.6000000000000005,0.4333333333333336,0
0.5434782608695654,0.1923076923076923,0.4166666666666666,0.3580786026200874,0.23076923076923075,0.07547169811320756,0.33986928104575154,0.37142857142857133,0.25,0.2571428571428571,0.31052631578947365,0.2745803357314148,0.12578616352201255,0.1578947368421052,0.13636363636363635,0.41463414634146345,0.8000000000000007,0.7333333333333334,0
0.5217391304347827,0.15384615384615374,0.4166666666666666,0.3013100436681223,0.20879120879120885,0.09433962264150944,0.2549019607843137,0.4857142857142856,0.16666666666666674,0.15714285714285706,0.1947368421052631,0.19424460431654675,0.06289308176100628,0.07894736842105265,0.0,0.3902439024390244,0.8333333333333339,0.9000000000000004,0
0.3695652173913044,0.2692307692307692,0.5972222222222221,0.3231441048034934,0.15384615384615385,0.11320754716981132,0.4313725490196079,0.3142857142857143,0.3333333333333335,0.2,0.36315789473684207,0.3453237410071942,0.3018867924528301,0.1578947368421052,0.045454545454545456,0.3414634146341464,0.3666666666666672,0.4000000000000004,1
0.6086956521739131,0.6923076923076923,0.8055555555555554,0.3930131004366813,0.1428571428571429,0.1509433962264151,0.542483660130719,0.2285714285714285,0.4166666666666667,0.6142857142857141,0.468421052631579,0.4652278177458034,0.6918238993710693,0.10526315789473684,0.0,0.24390243902439024,0.5333333333333341,0.666666666666667,2
0.3695652173913044,0.3846153846153846,0.4444444444444444,0.2969432314410481,0.13186813186813184,0.11320754716981132,0.2745098039215685,0.4571428571428571,0.16666666666666674,0.3714285714285712,0.23157894736842102,0.21103117505995206,0.30817610062893075,0.02631578947368418,0.6818181818181819,0.2195121951219512,0.9000000000000004,0.9333333333333336,2
0.17391304347826098,0.4615384615384615,0.3888888888888888,0.21834061135371186,0.2417582417582418,0.3773584905660377,0.2549019607843137,0.5428571428571427,0.16666666666666674,0.4142857142857144,0.2947368421052631,0.18105515587529966,0.4842767295597483,0.3815789473684211,0.045454545454545456,0.24390243902439024,0.13333333333333375,0.13333333333333375,0
0.23913043478260865,0.4230769230769231,0.3472222222222221,0.10480349344978168,0.08791208791208792,0.11320754716981132,0.24836601307189546,0.5714285714285714,0.16666666666666674,0.4285714285714286,0.2052631578947368,0.16906474820143882,0.4213836477987421,0.3026315789473685,0.045454545454545456,0.2682926829268293,0.10000000000000052,0.06666666666666643,0
0.5652173913043477,0.6923076923076923,0.6666666666666665,0.3668122270742358,0.1648351648351648,0.05660377358490565,0.5947712418300652,0.17142857142857135,0.5,0.5714285714285714,0.4842105263157896,0.5287769784172662,0.6918238993710693,0.23684210526315785,0.3636363636363637,0.6341463414634146,0.5,0.2999999999999998,0
0.3478260869565217,0.1153846153846152,0.3888888888888888,0.16157205240174674,0.13186813186813184,0.11320754716981132,0.17647058823529405,0.5999999999999999,0.08333333333333348,0.17142857142857126,0.18947368421052624,0.12829736211031176,0.1132075471698113,0.1842105263157895,0.3181818181818182,0.024390243902439025,0.4333333333333336,0.5,3
0.5217391304347827,0.07692307692307687,0.3611111111111111,0.20524017467248912,0.1868131868131868,0.11320754716981132,0.10457516339869276,0.7428571428571429,0.08333333333333348,0.15714285714285706,0.09473684210526312,0.07434052757793766,0.018867924528301886,0.09210526315789468,0.2727272727272727,0.04878048780487805,0.6333333333333337,0.6333333333333337,3
0.3478260869565217,0.5384615384615383,0.5972222222222221,0.2838427947598253,0.15384615384615385,0.11320754716981132,0.33986928104575154,0.3999999999999999,0.25,0.4571428571428571,0.31052631578947365,0.2613908872901678,0.5094339622641508,0.17105263157894735,0.3181818181818182,0.24390243902439024,0.3666666666666672,0.4000000000000004,2
0.10869565217391307,0.3846153846153846,0.4166666666666666,0.18777292576419213,0.19780219780219774,0.11320754716981132,0.2287581699346405,0.5714285714285714,0.16666666666666674,0.3857142857142855,0.2052631578947368,0.16187050359712227,0.371069182389937,0.23684210526315785,0.045454545454545456,0.29268292682926833,0.16666666666666696,0.16666666666666696,0
0.4347826086956523,0.34615384615384603,0.3333333333333333,0.23580786026200876,0.23076923076923075,0.1320754716981132,0.14379084967320255,0.6571428571428571,0.08333333333333348,0.34285714285714275,0.17368421052631575,0.10071942446043168,0.3836477987421383,0.1578947368421052,0.3181818181818182,0.3170731707317073,0.5333333333333341,0.666666666666667,3
0.3695652173913044,0.3076923076923077,0.43055555555555547,0.2838427947598253,0.23076923076923075,0.09433962264150944,0.24836601307189546,0.5142857142857142,0.16666666666666674,0.2857142857142856,0.23684210526315785,0.18225419664268586,0.3018867924528301,0.1578947368421052,0.13636363636363635,0.4390243902439024,0.5333333333333341,0.5333333333333332,0
0.652173913043478,0.6923076923076923,0.9027777777777776,0.3056768558951965,0.09890109890109887,0.16981132075471694,0.6405228758169934,0.17142857142857135,0.5833333333333335,0.6428571428571426,0.4842105263157896,0.5587529976019184,0.7106918238993711,0.1842105263157895,0.3636363636363637,0.2195121951219512,0.3666666666666672,0.5,2
0.28260869565217384,0.3846153846153846,0.4166666666666666,0.0960698689956332,0.09890109890109887,0.07547169811320756,0.2352941176470588,0.5714285714285714,0.16666666666666674,0.3857142857142855,0.18947368421052624,0.1594724220623501,0.3899371069182389,0.35526315789473684,0.2727272727272727,0.2195121951219512,0.10000000000000052,0.033333333333333215,0
0.5652173913043477,0.8461538461538459,0.8472222222222221,0.4454148471615721,0.1648351648351648,0.2075471698113208,0.7189542483660128,0.1142857142857142,0.6666666666666665,0.8857142857142855,0.4999999999999999,0.645083932853717,0.6540880503144655,0.1578947368421052,0.09090909090909093,0.07317073170731707,0.3333333333333339,0.5,1
0.5,0.5,0.6666666666666665,0.3056768558951965,0.23076923076923075,0.1509433962264151,0.2810457516339868,0.4857142857142856,0.16666666666666674,0.4285714285714286,0.2263157894736841,0.20383693045563547,0.4591194968553458,0.13157894736842102,0.6363636363636364,0.36585365853658536,0.6000000000000005,0.7000000000000002,3
0.3478260869565217,0.5,0.5277777777777777,0.20087336244541487,0.17582417582417587,0.16981132075471694,0.3137254901960784,0.4857142857142856,0.25,0.5999999999999999,0.21052631578947367,0.21942446043165467,0.4213836477987421,0.1842105263157895,0.2272727272727273,0.2195121951219512,0.3000000000000007,0.4333333333333336,3
0.652173913043478,0.6153846153846154,0.9305555555555554,0.3275109170305677,0.07692307692307687,0.18867924528301888,0.6274509803921569,0.17142857142857135,0.5833333333333335,0.5857142857142856,0.44210526315789467,0.5515587529976019,0.4654088050314464,0.09210526315789468,0.045454545454545456,0.29268292682926833,0.5,0.6333333333333337,1
0.23913043478260865,0.15384615384615374,0.18055555555555547,0.07423580786026207,0.13186813186813184,0.05660377358490565,0.07189542483660127,0.8285714285714285,0.0,0.09999999999999988,0.05789473684210523,0.04436450839328535,0.15094339622641506,0.3026315789473685,0.3181818181818182,0.024390243902439025,0.10000000000000052,0.06666666666666643,3
0.5,0.5,0.4166666666666666,0.3930131004366813,0.25274725274725274,0.07547169811320756,0.3594771241830066,0.37142857142857133,0.25,0.4285714285714286,0.2789473684210526,0.2913669064748201,0.3899371069182389,0.13157894736842102,0.7727272727272727,0.24390243902439024,0.8000000000000007,0.7333333333333334,0
0.3695652173913044,0.5769230769230769,0.5694444444444444,0.1746724890829694,0.1428571428571429,0.1320754716981132,0.24836601307189546,0.5142857142857142,0.16666666666666674,0.5428571428571429,0.2263157894736841,0.17865707434052755,0.5723270440251573,0.21052631578947367,0.09090909090909093,0.0,0.3000000000000007,0.4666666666666668,3
0.10869565217391307,0.1153846153846152,0.2777777777777777,0.05240174672489084,0.09890109890109887,0.07547169811320756,0.07189542483660127,0.8285714285714285,0.0,0.08571428571428563,0.05789473684210523,0.04436450839328535,0.07547169811320753,0.2499999999999999,0.13636363636363635,0.3902439024390244,0.06666666666666733,0.13333333333333375,1
0.8260869565217392,0.8076923076923077,0.875,0.2925764192139738,0.03296703296703296,0.16981132075471694,0.7124183006535947,0.1142857142857142,0.6666666666666665,0.7714285714285711,0.5105263157894736,0.6510791366906474,0.578616352201258,0.13157894736842102,0.6818181818181819,0.14634146341463414,0.4666666666666668,0.5666666666666664,1
0.7391304347826089,0.8846153846153848,0.8888888888888888,0.5545851528384279,0.2637362637362638,0.16981132075471694,0.6993464052287581,0.1428571428571428,0.6666666666666665,0.7714285714285711,0.5052631578947367,0.6247002398081535,0.679245283018868,0.1578947368421052,0.8636363636363636,0.2682926829268293,0.4333333333333336,0.5,2
0.2608695652173913,0.34615384615384603,0.3611111111111111,0.06986899563318782,0.06593406593406592,0.09433962264150944,0.24183006535947704,0.5428571428571427,0.16666666666666674,0.3857142857142855,0.2263157894736841,0.16906474820143882,0.3396226415094339,0.3421052631578948,0.2272727272727273,0.0975609756097561,0.13333333333333375,0.033333333333333215,0
0.4565217391304346,0.5,0.7083333333333333,0.3100436681222708,0.25274725274725274,0.18867924528301888,0.2941176470588236,0.4857142857142856,0.25,0.5285714285714287,0.22105263157894728,0.20863309352517986,0.5220125786163523,0.13157894736842102,0.6818181818181819,0.5121951219512195,0.4666666666666668,0.6333333333333337,3
0.23913043478260865,0.07692307692307687,0.18055555555555547,0.07860262008733633,0.10989010989010983,0.03773584905660377,0.02614379084967311,0.9428571428571428,0.0,0.0714285714285714,0.02631578947368418,0.014388489208633087,0.11949685534591192,0.22368421052631585,0.4545454545454546,0.6585365853658537,0.2333333333333334,0.2999999999999998,2
0.23913043478260865,0.2692307692307692,0.43055555555555547,0.11790393013100442,0.08791208791208792,0.09433962264150944,0.24836601307189546,0.5428571428571427,0.16666666666666674,0.22857142857142845,0.1947368421052631,0.1750599520383693,0.35220125786163514,0.2763157894736842,0.5454545454545454,0.024390243902439025,0.13333333333333375,0.16666666666666696,1
0.5434782608695654,0.5,0.5138888888888888,0.4148471615720524,0.2637362637362638,0.09433962264150944,0.3529411764705883,0.37142857142857133,0.25,0.4571428571428571,0.2842105263157895,0.2853717026378897,0.44654088050314455,0.13157894736842102,0.5909090909090909,0.2195121951219512,0.8000000000000007,0.7333333333333334,0
0.19565217391304346,0.4615384615384615,0.3888888888888888,0.15283842794759828,0.1868131868131868,0.07547169811320756,0.2287581699346405,0.5714285714285714,0.16666666666666674,0.3571428571428571,0.2052631578947368,0.16306954436450835,0.4716981132075471,0.2763157894736842,0.0,0.024390243902439025,0.16666666666666696,0.09999999999999963,0
0.2608695652173913,0.07692307692307687,0.0972222222222222,0.02620087336244542,0.08791208791208792,0.01886792452830189,0.0326797385620915,0.8857142857142857,0.0,0.05714285714285716,0.03157894736842104,0.022781774580335732,0.18867924528301885,0.3947368421052632,0.2272727272727273,0.2195121951219512,0.13333333333333375,0.09999999999999963,3
0.5434782608695654,0.1923076923076923,0.3611111111111111,0.11353711790393015,0.08791208791208792,0.09433962264150944,0.11764705882352933,0.7142857142857142,0.08333333333333348,0.2857142857142856,0.1578947368421052,0.08033573141486808,0.08805031446540879,0.13157894736842102,0.13636363636363635,0.29268292682926833,0.5,0.4333333333333336,3
0.4565217391304346,0.4615384615384615,0.6805555555555554,0.4759825327510917,0.2637362637362638,0.05660377358490565,0.4836601307189543,0.2571428571428571,0.4166666666666667,0.3857142857142855,0.3894736842105263,0.41846522781774576,0.4591194968553458,0.1578947368421052,0.18181818181818185,0.3170731707317073,0.6333333333333337,0.5666666666666664,0
0.7173913043478262,0.8076923076923077,0.8472222222222221,0.5152838427947598,0.21978021978021975,0.18867924528301888,0.7189542483660128,0.1142857142857142,0.6666666666666665,0.7857142857142858,0.5157894736842105,0.6438848920863309,0.5723270440251573,0.14473684210526316,0.13636363636363635,0.0975609756097561,0.3666666666666672,0.666666666666667,2
0.4347826086956523,0.2692307692307692,0.4583333333333333,0.15283842794759828,0.1208791208791209,0.07547169811320756,0.1568627450980392,0.6571428571428571,0.08333333333333348,0.2857142857142856,0.18947368421052624,0.10911270983213432,0.17610062893081754,0.1842105263157895,0.0,0.0,0.3666666666666672,0.2333333333333334,3
0.32608695652173925,0.4230769230769231,0.43055555555555547,0.26637554585152845,0.25274725274725274,0.09433962264150944,0.20915032679738554,0.5714285714285714,0.16666666666666674,0.3285714285714285,0.1947368421052631,0.15347721822541965,0.3962264150943395,0.1578947368421052,0.18181818181818185,0.0975609756097561,0.4000000000000004,0.4000000000000004,0
0.5,0.23076923076923064,0.5138888888888888,0.2445414847161572,0.1648351648351648,0.11320754716981132,0.18300653594771246,0.5999999999999999,0.08333333333333348,0.4571428571428571,0.16315789473684206,0.13189448441246998,0.0943396226415094,0.039473684210526334,0.6818181818181819,0.07317073170731707,0.8333333333333339,0.9000000000000004,3
0.2608695652173913,0.34615384615384603,0.26388888888888884,0.12227074235807868,0.1208791208791209,0.09433962264150944,0.24183006535947704,0.5714285714285714,0.16666666666666674,0.3714285714285712,0.18947368421052624,0.16306954436450835,0.3962264150943395,0.3157894736842105,0.3636363636363637,0.0975609756097561,0.10000000000000052,0.033333333333333215,0
1.0,0.8076923076923077,0.9166666666666664,0.5065502183406113,0.19780219780219774,0.18867924528301888,0.6601307189542482,0.1428571428571428,0.5833333333333335,0.7,0.4894736842105262,0.5887290167865707,0.7735849056603774,0.09210526315789468,0.9090909090909092,0.024390243902439025,0.5333333333333341,0.7000000000000002,2
0.8043478260869565,0.5,0.8333333333333333,0.406113537117904,0.15384615384615385,0.1320754716981132,0.5294117647058822,0.2285714285714285,0.4166666666666667,0.4428571428571429,0.4157894736842104,0.4520383693045563,0.320754716981132,0.07894736842105265,0.5,0.17073170731707318,0.6000000000000005,0.7333333333333334,2
0.23913043478260865,0.5384615384615383,0.4861111111111109,0.2139737991266376,0.1868131868131868,0.07547169811320756,0.2745098039215685,0.4857142857142856,0.16666666666666674,0.3857142857142855,0.23684210526315785,0.20383693045563547,0.4716981132075471,0.21052631578947367,0.0,0.07317073170731707,0.3000000000000007,0.3666666666666672,0
0.21739130434782614,0.15384615384615374,0.1944444444444444,0.11790393013100442,0.15384615384615385,0.03773584905660377,0.15032679738562085,0.6857142857142857,0.08333333333333348,0.12857142857142856,0.11578947368421046,0.10431654676258993,0.20125786163522008,0.3421052631578948,0.13636363636363635,0.14634146341463414,0.13333333333333375,0.06666666666666643,2
0.6086956521739131,0.6153846153846154,0.875,0.4716157205240175,0.21978021978021975,0.1509433962264151,0.5816993464052287,0.2,0.5,0.5428571428571429,0.4473684210526315,0.5,0.4088050314465408,0.13157894736842102,0.18181818181818185,0.2682926829268293,0.4333333333333336,0.5,1
0.4130434782608696,0.2692307692307692,0.3055555555555555,0.1746724890829694,0.13186813186813184,0.11320754716981132,0.0980392156862745,0.7428571428571429,0.0,0.2999999999999998,0.09999999999999998,0.06834532374100719,0.2578616352201257,0.039473684210526334,0.5909090909090909,0.024390243902439025,0.9333333333333336,0.9666666666666668,3
